CapShape,CapSurface,CapColor,Bruises,Odor,GillAttachment,GillSpacing,GillSize,GillColor,StalkShape,StalkRoot,StalkSurfaceAboveRing,StalkSurfaceBelowRing,StalkColorAboveRing,StalkColorBelowRing,VeilType,VeilColor,RingNumber,RingType,SporeColor,Population,Habitat,Edible
x,s,y,t,n,f,c,b,r,b,u,f,y,p,c,p,w,n,l,n,s,d,0
f,g,w,b,m,f,w,b,h,b,c,y,s,o,g,u,y,n,n,r,v,m,0
c,y,e,b,n,f,c,n,u,t,z,k,y,c,b,u,n,t,s,k,s,u,0
b,f,y,t,c,a,w,n,u,t,u,f,s,p,o,u,y,t,z,h,c,p,0
c,s,n,t,l,a,c,b,w,b,r,y,k,y,e,u,n,o,p,r,n,l,0
f,y,w,t,n,a,c,n,r,b,?,k,f,c,y,u,n,t,c,b,n,u,0
c,y,g,b,s,n,d,b,h,t,e,y,f,w,p,u,o,n,s,k,c,w,0
s,g,r,b,m,n,d,n,w,t,?,k,s,c,g,p,y,t,s,b,v,w,0
b,f,b,t,y,a,c,n,p,t,u,k,y,p,b,p,n,n,l,u,v,p,0
b,y,r,b,p,f,w,b,h,t,e,f,k,p,y,p,y,o,l,w,n,d,0
b,f,c,b,c,a,d,n,r,t,r,f,s,p,b,u,n,o,l,r,s,p,0
f,f,y,b,c,f,c,b,h,b,z,f,k,e,c,u,y,t,f,h,n,u,0
f,s,r,t,a,d,d,n,y,t,z,k,y,e,b,u,w,t,n,u,s,l,0
b,s,r,t,f,d,w,b,w,b,e,k,k,e,y,u,y,o,p,y,a,u,0
s,g,p,t,n,a,c,n,r,t,b,y,k,c,e,u,w,o,z,r,s,p,0
b,g,b,t,n,n,w,n,n,b,b,f,k,p,b,p,n,t,f,r,c,w,0
k,g,c,b,s,n,w,n,u,b,b,f,s,c,w,u,n,n,n,n,t,m,0
c,f,r,b,n,n,c,n,o,b,z,y,f,c,n,p,n,t,l,h,s,w,0
f,y,w,t,c,n,w,n,h,b,z,k,y,e,n,p,y,o,s,y,n,g,0
c,y,n,t,l,f,w,b,w,t,r,y,y,e,g,p,o,n,z,r,s,g,0
b,f,g,t,y,n,w,b,r,t,r,f,k,n,y,u,o,n,s,w,v,w,0
k,s,p,b,y,d,c,n,o,t,b,s,f,n,c,p,y,o,s,k,t,m,0
c,y,y,t,m,d,d,b,p,b,?,f,f,c,y,u,w,n,n,w,c,w,0
b,g,n,b,c,a,d,n,p,t,e,f,f,o,y,u,n,o,z,u,c,l,0
b,f,n,t,s,n,d,n,g,t,?,s,s,o,o,u,y,o,z,o,c,u,0
s,y,b,b,f,d,w,b,b,b,?,k,f,b,e,u,w,t,n,n,a,g,0
s,f,r,t,y,a,w,n,y,t,b,y,y,y,o,p,o,t,l,h,n,l,0
s,s,b,b,a,d,c,n,y,t,c,k,y,e,o,p,y,n,z,k,v,w,0
k,y,r,t,s,f,w,n,k,b,c,f,s,g,e,u,w,t,s,y,c,u,0
x,g,g,t,f,a,w,n,b,t,z,s,s,c,n,p,y,n,c,k,a,p,0
s,g,n,t,l,d,c,n,k,t,z,y,f,o,c,u,n,o,l,n,a,l,0
x,s,n,t,l,a,c,b,r,b,u,f,s,e,b,p,y,n,e,h,a,m,0
k,y,u,b,c,f,d,n,u,b,u,s,k,o,n,p,w,o,p,o,s,g,0
c,s,e,t,y,n,d,b,k,b,u,k,s,w,c,p,n,n,e,b,c,p,0
k,s,u,b,f,f,d,n,k,t,e,s,s,c,c,p,w,t,s,y,v,m,0
s,y,r,b,y,d,d,n,e,b,u,k,s,w,w,p,y,o,e,k,v,p,0
k,y,b,b,a,f,c,b,k,t,r,s,s,o,w,u,y,n,p,r,n,w,0
x,g,p,b,c,n,w,n,b,t,c,y,s,y,g,p,o,n,p,r,t,p,0
x,g,u,b,y,a,c,b,g,t,r,f,s,p,g,p,w,o,s,w,c,d,0
x,f,r,b,p,a,c,n,u,t,z,s,y,c,g,u,w,t,c,n,n,u,0
f,f,u,t,y,a,d,n,g,b,z,k,k,o,o,u,y,t,n,o,a,m,0
s,s,w,b,p,n,c,n,o,t,e,k,y,w,o,p,o,n,e,o,c,u,0
f,g,c,t,f,n,d,n,g,b,u,y,y,y,g,u,y,t,e,y,a,u,0
s,f,e,t,n,a,w,b,u,t,u,f,s,g,b,u,o,t,z,n,c,d,0
f,s,n,b,c,n,c,b,o,t,c,k,s,w,g,u,o,o,s,y,s,p,0
b,f,p,t,s,a,w,n,k,t,c,s,k,p,e,u,w,o,f,n,s,u,0
b,s,b,b,y,n,d,b,w,b,u,f,s,g,o,p,o,t,e,o,s,p,0
x,y,n,b,f,a,w,b,o,b,u,y,k,b,p,p,y,t,s,b,v,p,0
f,f,e,t,f,f,d,b,p,t,e,y,k,e,p,u,y,n,l,b,s,p,0
b,s,y,b,c,f,w,b,e,t,?,s,y,g,n,u,w,o,z,h,v,p,0
s,g,e,b,l,n,c,b,p,t,e,k,f,p,e,u,w,t,f,y,s,p,0
x,f,n,b,p,f,w,b,o,t,z,k,k,o,e,p,n,t,c,b,c,d,0
x,s,p,t,l,n,c,b,g,t,?,f,s,c,b,p,w,t,f,u,n,l,0
f,s,e,b,c,d,c,b,u,b,r,k,y,w,g,u,w,t,z,n,v,p,0
k,s,r,b,s,d,c,b,o,t,e,y,f,o,e,u,w,n,e,n,v,w,0
x,f,w,b,n,d,w,n,k,b,r,s,k,b,n,u,n,t,s,b,t,m,0
c,s,g,b,n,f,c,n,n,t,r,s,y,n,b,p,w,n,f,b,v,l,0
x,s,u,b,s,n,c,n,g,b,z,y,s,p,e,u,w,t,s,y,a,m,0
f,s,e,b,f,n,c,n,e,t,z,y,y,y,g,p,w,t,s,o,t,p,0
f,y,e,t,l,f,d,b,n,t,r,k,y,n,c,p,o,o,p,y,c,m,0
b,f,p,b,n,a,c,b,k,t,c,f,k,n,y,p,y,t,c,k,s,g,0
f,s,y,t,p,a,c,b,e,t,r,s,f,y,y,p,w,n,z,h,n,p,0
b,y,b,b,n,n,w,n,e,b,z,y,y,p,b,u,w,o,n,n,n,m,0
x,s,u,b,n,f,w,b,o,b,b,k,f,y,w,u,n,n,c,r,t,l,0
c,y,c,b,c,n,c,b,b,t,u,f,f,g,e,u,w,n,e,b,c,l,0
s,s,c,b,p,f,c,n,y,t,e,k,k,e,o,p,n,t,z,u,a,l,0
f,s,e,b,y,f,w,b,y,t,z,s,s,e,g,p,n,t,f,n,a,m,0
c,f,g,t,c,f,w,b,g,b,b,s,f,w,e,u,y,t,f,y,a,p,0
k,g,p,t,s,d,c,n,e,t,r,f,f,p,y,u,n,t,c,r,n,g,0
f,f,p,t,f,d,c,n,b,t,z,y,y,b,y,p,o,t,p,n,n,u,0
s,s,b,t,l,a,c,b,u,t,?,s,s,w,w,u,y,n,s,u,t,g,0
x,s,c,b,n,f,c,b,u,t,e,k,y,n,b,u,n,t,s,r,s,g,0
x,f,y,t,a,a,w,b,r,t,e,k,f,w,y,u,n,n,z,r,n,d,0
b,y,w,b,n,d,w,n,w,b,z,k,y,w,p,p,w,n,c,r,n,m,0
f,s,u,t,l,a,c,b,r,t,?,k,s,c,g,p,n,n,s,r,n,l,0
f,f,p,t,p,d,c,b,k,b,e,k,s,g,p,p,o,t,l,u,c,w,0
s,y,g,b,m,d,w,n,u,t,u,s,k,n,g,p,n,t,s,k,n,p,0
x,f,b,t,c,f,c,n,o,t,b,y,f,y,b,u,o,n,c,u,v,m,0
k,g,w,t,f,a,d,b,g,b,e,y,f,y,o,u,o,n,l,b,n,l,0
f,g,w,t,a,f,w,n,w,b,r,f,f,w,c,p,o,n,f,w,a,u,0
c,g,r,t,s,n,c,b,e,t,u,k,f,p,c,p,n,o,p,u,a,p,0
c,s,p,b,c,f,w,n,o,t,e,k,k,y,y,p,w,t,f,n,s,m,0
s,y,b,b,n,f,w,n,b,b,z,s,f,o,b,p,n,t,c,n,a,p,0
k,y,b,b,f,n,d,b,r,b,c,s,y,p,p,u,w,n,e,o,s,p,0
f,f,u,b,n,d,w,b,k,t,c,k,f,y,b,p,y,o,z,h,n,l,0
k,g,c,t,c,a,c,b,k,t,u,y,s,n,g,p,n,n,n,h,a,g,0
x,s,b,b,f,a,w,b,w,t,z,f,k,y,w,p,n,n,z,k,c,d,0
b,f,b,b,f,a,d,b,u,b,z,s,k,g,w,u,y,o,p,h,a,m,0
c,f,g,b,p,n,c,n,o,b,c,y,f,c,y,u,o,t,l,n,t,d,0
k,g,n,t,f,f,d,n,n,b,u,k,s,y,g,u,y,t,n,y,a,d,0
s,f,r,b,l,a,c,n,k,b,?,k,s,y,o,p,y,o,n,u,n,g,0
k,f,w,t,p,a,w,n,y,t,u,y,k,p,w,u,o,n,s,b,n,w,0
x,g,b,t,n,f,c,b,e,b,u,k,s,w,p,p,n,t,e,o,c,g,0
c,y,y,b,y,d,d,b,p,b,?,k,s,e,e,p,o,n,c,w,s,p,0
x,f,e,t,y,f,w,b,h,b,r,k,f,e,g,u,w,t,e,r,v,g,0
b,g,u,t,c,d,w,b,y,t,?,k,k,b,b,u,y,n,n,w,n,p,0
b,f,w,b,a,d,w,b,g,b,b,f,s,e,n,p,o,n,n,u,n,l,0
b,g,e,b,y,n,c,b,g,b,r,k,k,n,c,u,y,n,s,w,c,p,0
c,y,r,t,y,n,d,b,w,t,c,f,f,o,w,p,y,n,p,o,t,d,0
c,g,n,b,l,d,c,b,u,t,?,s,f,y,p,p,y,n,p,r,a,d,0
x,s,u,b,n,n,d,b,o,b,r,s,k,y,o,p,w,t,e,h,s,u,0
k,g,b,b,n,n,d,b,h,b,b,y,s,b,e,u,y,n,e,k,a,d,0
s,f,b,b,p,f,c,b,o,b,u,f,k,p,w,u,y,t,z,o,s,w,0
k,y,c,b,p,a,w,n,n,t,b,y,s,e,n,p,n,n,c,k,t,p,0
c,f,b,t,n,n,d,n,r,t,e,k,s,o,b,u,n,o,c,w,t,g,0
k,y,y,b,l,f,d,n,u,t,u,k,f,b,p,u,w,t,s,y,n,u,0
s,g,y,t,l,a,d,b,b,b,u,k,s,n,o,u,w,o,c,w,a,l,0
c,g,g,t,y,n,c,n,p,b,e,y,y,o,y,p,o,o,l,y,a,l,0
b,f,r,t,f,f,w,b,g,b,?,k,s,n,n,p,w,o,p,w,v,g,0
f,g,n,b,p,a,c,b,n,b,r,k,f,c,w,u,n,n,f,o,n,l,0
c,s,c,t,f,a,c,b,k,t,r,y,f,g,c,u,y,t,n,b,t,m,0
b,s,n,b,f,n,c,n,k,b,c,f,s,c,e,p,n,n,p,r,n,p,0
x,y,r,t,l,n,w,n,e,b,r,k,k,g,y,p,y,t,s,y,a,d,0
x,f,g,t,n,a,d,b,g,b,u,s,y,b,p,p,n,o,e,r,a,g,0
x,y,c,b,y,n,c,n,k,t,c,s,y,p,e,p,o,t,n,n,v,g,0
x,s,y,t,p,a,d,b,k,t,z,s,y,w,p,p,y,o,s,w,c,m,0
x,f,c,t,y,n,d,n,y,t,c,k,s,g,n,u,o,t,n,n,a,w,0
s,s,e,b,c,a,c,b,w,t,u,y,y,e,e,u,o,o,l,b,a,w,0
s,g,e,b,y,f,d,b,y,b,r,f,s,w,c,u,y,o,s,h,t,u,0
s,s,e,b,a,d,c,b,e,t,u,y,f,w,w,u,y,o,l,b,t,u,0
b,s,e,t,a,f,c,n,e,b,b,s,k,p,e,u,o,t,n,w,v,g,0
f,y,y,t,f,n,c,b,h,b,?,y,k,c,e,u,o,n,c,h,c,g,0
s,y,y,b,p,f,c,b,u,b,c,f,k,g,o,u,y,n,f,w,a,l,0
k,f,g,b,a,d,c,b,p,b,r,y,y,e,o,u,y,o,p,h,n,l,0
b,s,y,t,y,f,w,n,k,t,r,k,y,b,p,u,o,t,z,o,t,l,0
x,f,g,t,a,f,d,b,b,t,e,f,y,g,y,p,o,o,l,n,c,d,0
f,f,p,b,s,n,w,b,u,t,r,s,y,c,c,p,y,t,p,o,a,d,0
b,y,r,b,l,n,w,b,y,b,r,f,f,p,o,p,n,n,f,o,t,l,0
x,s,p,t,s,n,c,b,p,b,e,s,y,e,e,u,n,n,z,u,c,w,0
s,s,w,t,y,a,d,b,h,b,c,s,s,g,c,u,n,o,f,k,s,l,0
s,s,p,b,m,d,d,b,o,t,e,s,k,y,n,p,o,t,p,r,c,w,0
s,y,p,b,s,f,c,b,e,t,c,k,y,p,c,u,o,o,f,r,v,w,0
k,f,n,t,n,d,d,n,b,t,?,y,y,o,n,u,w,o,p,b,s,w,0
k,g,r,t,p,n,w,b,o,t,b,k,y,y,e,p,y,n,s,k,n,p,0
c,s,y,b,l,f,d,b,p,t,e,f,s,e,c,u,y,t,l,k,v,p,0
x,g,p,t,s,a,c,b,k,t,c,k,f,c,n,p,y,t,n,h,s,l,0
c,g,y,t,y,d,w,n,n,b,c,f,s,c,w,u,n,n,f,b,n,w,0
b,g,b,t,p,a,w,b,o,b,?,s,y,o,w,u,w,t,e,n,n,p,0
c,s,y,t,a,a,d,n,n,t,b,y,y,p,e,p,o,o,e,w,v,p,0
f,f,c,b,a,n,d,n,y,t,?,k,y,n,c,u,w,n,s,b,n,g,0
b,s,g,t,s,n,c,b,g,t,?,s,s,c,p,p,n,n,z,b,a,w,0
f,y,r,t,l,f,c,n,h,b,r,s,y,e,y,u,o,t,s,n,s,u,0
b,g,y,b,a,a,c,n,o,t,c,y,y,g,y,u,w,o,z,r,c,g,0
c,s,b,b,n,f,w,n,k,b,b,k,y,o,c,u,y,t,f,b,s,g,0
x,s,b,b,s,n,d,n,n,b,z,y,k,n,c,u,o,n,f,h,s,p,0
k,f,n,t,s,n,w,n,w,t,u,k,f,o,w,u,o,n,n,o,a,l,0
c,y,g,b,n,a,c,n,o,b,u,y,s,o,g,p,w,n,e,n,c,u,0
k,g,e,t,s,n,w,b,r,b,b,f,y,b,c,u,o,o,p,n,c,d,0
c,s,g,b,a,n,c,b,h,b,r,f,y,p,n,p,y,n,z,u,t,w,0
f,f,y,t,l,f,w,b,r,t,?,f,f,b,o,u,y,o,c,o,n,d,0
b,s,p,t,y,d,d,b,p,t,z,f,y,e,c,u,w,t,f,o,c,p,0
c,s,r,b,f,f,d,n,g,t,c,y,k,e,o,p,y,t,l,w,c,d,0
c,y,p,b,y,n,w,b,e,t,r,k,s,c,n,u,n,n,p,n,n,m,0
c,y,c,t,m,d,d,n,w,t,?,y,k,b,o,p,n,o,f,h,v,m,0
b,f,c,b,y,a,c,n,k,t,?,f,f,p,n,u,n,n,c,y,a,l,0
f,y,r,b,s,a,d,n,u,t,?,y,y,y,n,u,w,n,z,h,s,w,0
k,f,c,b,n,d,c,b,r,t,e,k,f,y,o,p,y,t,f,y,c,p,0
s,f,c,b,a,a,c,b,u,t,?,y,y,o,b,p,w,n,n,w,s,w,0
b,y,y,t,s,a,c,b,p,t,c,f,k,o,n,p,o,n,s,r,s,w,0
f,s,c,b,c,a,c,b,k,b,e,s,y,w,p,p,y,o,s,w,t,p,0
s,f,n,t,p,n,w,b,n,b,e,y,k,n,n,u,y,t,n,y,v,p,0
k,f,p,b,a,n,d,b,y,b,u,f,s,b,e,u,n,n,f,w,v,g,0
k,s,w,t,f,d,c,b,k,b,b,k,y,e,y,p,o,n,c,k,t,p,0
f,y,e,b,f,f,d,n,y,t,?,f,s,y,b,u,o,t,p,u,c,l,0
k,s,n,t,c,d,c,n,k,b,u,s,f,o,o,p,y,n,p,n,s,w,0
s,f,p,b,p,f,d,n,u,t,r,y,y,y,p,u,o,n,p,y,n,m,0
x,g,b,b,f,f,w,n,e,b,e,k,f,o,p,p,w,t,p,b,c,p,0
k,g,n,t,c,d,w,n,p,t,?,f,k,e,o,u,n,t,e,w,s,g,0
b,y,c,b,y,f,w,n,k,b,z,y,f,w,e,u,n,n,s,w,s,g,0
b,g,c,t,a,a,w,b,y,t,?,y,k,y,w,u,n,o,n,k,a,g,0
x,s,b,b,s,n,w,b,b,b,c,s,f,b,w,u,w,n,e,o,a,m,0
b,f,y,b,n,f,c,n,g,b,u,k,k,o,b,u,y,n,e,o,a,m,0
x,f,r,b,c,d,w,n,h,t,b,s,s,c,w,p,o,o,z,y,t,u,0
x,g,w,t,m,n,w,b,n,t,c,s,k,o,y,u,w,o,n,k,a,u,0
f,s,e,b,c,f,w,b,y,t,b,k,k,c,o,u,w,n,f,u,a,p,0
x,y,p,t,c,a,d,b,u,t,c,s,f,c,o,p,w,n,c,u,s,g,0
x,y,e,t,l,f,d,b,w,b,r,y,s,n,e,p,n,o,c,b,c,u,0
c,s,w,t,l,d,c,n,b,t,z,f,y,g,b,p,o,n,f,n,t,m,0
x,f,r,b,m,a,w,n,u,t,e,y,y,o,c,u,n,n,f,y,a,d,0
b,s,b,t,p,a,d,n,p,t,b,f,k,e,o,u,w,n,z,w,s,u,0
f,s,e,b,c,a,d,b,y,t,b,y,f,w,g,u,o,n,z,u,n,d,0
x,s,b,b,m,f,w,n,r,b,e,y,k,p,y,u,w,o,e,r,s,d,0
s,y,n,t,a,f,w,n,b,t,z,k,k,c,y,u,o,n,e,n,v,g,0
c,y,y,t,a,a,d,n,e,b,z,y,k,n,b,p,w,n,l,k,t,m,0
x,g,g,t,m,f,w,n,k,t,u,s,k,b,p,p,n,n,s,y,t,w,0
c,s,c,b,a,d,d,b,g,t,e,y,k,e,o,p,y,o,c,b,v,l,0
x,y,e,b,y,a,c,b,u,b,e,y,s,w,w,p,w,n,f,b,a,p,0
x,y,y,b,m,f,w,b,k,t,r,f,y,n,b,p,y,n,s,k,s,d,0
c,g,r,t,m,d,c,b,u,t,z,y,y,y,b,u,n,t,l,y,n,u,0
k,g,e,b,c,d,w,n,e,t,e,y,y,p,b,u,y,o,l,n,c,u,0
k,s,g,b,n,a,d,n,u,b,r,k,s,c,c,u,y,n,z,y,v,g,0
b,s,c,b,c,n,d,n,r,b,r,k,k,y,o,p,n,n,n,r,n,u,0
x,g,r,t,m,f,c,b,u,t,b,y,s,w,b,u,y,t,n,r,a,w,0
f,s,r,t,a,d,c,n,g,b,z,k,k,c,y,u,n,n,l,w,n,w,0
b,f,u,t,m,a,c,b,p,b,z,y,f,e,g,u,o,o,s,y,v,p,0
f,g,r,t,s,a,c,n,h,b,z,k,f,e,y,p,o,n,p,y,t,w,0
x,y,r,b,f,d,c,b,n,b,c,k,f,b,n,u,w,t,s,r,v,m,0
f,g,n,b,s,f,d,n,h,t,?,y,f,e,w,u,o,o,l,b,t,g,0
f,g,y,t,p,n,c,n,u,t,?,f,s,g,p,p,w,o,c,u,s,l,0
x,s,w,t,a,d,w,n,g,t,z,y,k,w,e,u,y,t,p,w,n,l,0
x,g,e,t,l,n,c,b,b,t,r,k,y,w,c,u,w,o,f,o,s,u,0
x,g,e,t,l,d,w,n,r,t,u,s,s,y,w,p,n,n,s,k,c,p,0
x,y,r,b,n,n,w,n,e,t,r,s,y,o,n,u,y,n,l,n,n,w,0
s,f,c,t,l,f,d,b,b,t,e,k,s,b,c,p,o,n,z,u,s,m,0
k,s,r,b,p,f,d,b,b,b,e,f,f,p,p,u,y,t,c,o,s,d,0
x,s,g,t,m,d,w,n,n,b,e,f,y,p,c,p,o,t,z,n,a,g,0
c,y,n,b,c,d,d,n,e,b,z,s,f,g,b,u,w,n,z,r,v,m,0
k,g,c,t,s,f,c,b,n,b,c,y,s,b,y,p,o,o,z,w,c,m,0
f,g,g,b,l,d,c,n,o,t,u,f,s,e,o,u,w,o,n,r,t,p,0
s,g,y,b,l,n,d,n,k,b,z,k,y,p,y,u,n,n,e,y,s,g,0
x,g,b,b,y,f,d,n,b,t,r,k,y,b,e,u,w,n,p,y,c,g,0
k,y,y,b,p,n,c,b,o,t,b,k,y,o,e,u,o,t,n,n,v,m,0
x,y,c,b,c,d,c,b,n,t,e,k,k,y,w,u,n,t,p,b,t,g,0
f,f,g,b,c,a,w,b,k,t,z,f,s,c,c,u,n,o,n,w,c,d,0
f,s,r,t,c,f,c,b,y,b,r,s,f,g,e,p,w,t,z,r,s,d,0
c,s,r,b,y,n,c,b,e,t,u,f,s,w,n,p,n,t,z,h,c,d,0
k,y,r,t,y,d,c,b,n,t,e,k,s,o,n,u,y,t,p,w,n,w,0
k,f,r,t,c,f,w,n,g,b,e,s,k,y,c,u,o,t,s,h,c,l,0
s,g,w,t,a,d,c,b,y,t,b,y,y,g,c,p,n,t,f,o,c,g,0
b,y,r,b,l,a,c,b,n,b,c,k,k,p,n,p,o,n,e,n,n,u,0
c,g,r,t,y,d,w,n,p,b,z,f,s,c,g,p,o,o,p,w,v,d,0
x,y,y,b,p,d,w,n,n,t,c,k,f,o,g,u,o,o,n,n,t,u,0
c,g,e,t,n,d,w,b,k,b,e,f,s,e,o,p,n,n,p,k,a,w,0
f,s,b,b,s,f,d,b,p,t,z,f,f,n,n,u,y,t,s,u,a,w,0
k,s,w,b,n,a,w,n,y,b,?,y,f,n,e,u,y,o,s,u,v,p,0
c,y,c,t,a,f,d,b,e,b,z,s,s,w,b,u,w,o,n,y,s,m,0
b,y,u,t,a,f,c,n,u,b,?,k,s,e,p,p,y,t,z,r,t,m,0
c,g,b,b,l,d,d,b,b,b,u,k,y,y,b,u,y,o,f,r,v,u,0
s,s,c,b,l,a,w,b,r,t,u,k,s,w,y,p,n,n,n,w,s,m,0
k,y,b,b,a,a,d,n,k,b,u,s,y,c,b,u,y,n,n,n,c,g,0
x,f,y,b,s,n,w,b,u,b,z,y,s,n,w,p,y,o,s,y,n,w,0
s,g,b,b,c,a,w,b,o,b,r,k,s,w,g,p,w,o,s,u,a,m,0
f,g,e,t,p,d,d,b,e,t,c,s,f,n,o,p,w,n,c,w,a,m,0
s,g,n,t,a,a,d,n,n,b,r,f,f,n,y,p,o,n,f,b,n,u,0
b,s,y,t,s,a,d,n,n,t,c,k,f,n,c,u,y,t,c,b,s,m,0
s,y,b,b,l,n,c,n,p,b,r,y,f,y,b,p,n,t,c,b,n,l,0
s,f,p,t,a,a,d,b,w,t,b,f,f,o,g,p,w,o,s,u,c,p,0
s,g,e,b,a,d,w,b,w,t,c,s,s,g,y,u,w,t,n,k,n,m,0
f,y,e,t,l,f,c,n,g,t,z,f,k,o,o,p,y,n,l,n,c,p,0
c,f,y,b,l,f,w,n,p,t,b,s,k,o,p,u,w,o,n,b,v,g,0
f,y,g,t,y,d,w,b,e,b,?,k,y,g,w,u,n,o,c,n,c,w,0
x,y,w,t,p,f,c,n,e,t,?,f,k,b,g,u,w,o,f,n,a,l,0
c,y,c,t,f,n,c,n,n,t,z,y,k,c,p,u,y,o,l,o,a,p,0
f,s,r,t,p,n,w,n,u,b,?,f,y,y,w,p,y,n,z,o,a,u,0
f,s,e,b,a,d,d,n,g,b,?,s,s,e,w,p,n,t,z,b,n,u,0
s,y,p,t,c,d,c,b,b,b,z,s,k,p,y,p,w,o,l,y,s,w,0
k,y,g,t,s,n,d,b,r,t,r,f,k,n,b,p,n,n,z,n,v,g,0
s,g,y,b,l,d,c,b,g,t,b,f,k,b,c,p,w,o,l,u,c,g,0
f,f,y,b,f,d,d,b,u,t,c,k,s,o,e,p,n,n,e,y,a,u,0
k,f,e,b,f,d,c,n,u,b,?,f,s,y,b,u,n,o,n,k,v,p,0
k,g,g,b,y,d,c,b,u,b,?,f,y,w,p,p,o,o,p,o,a,g,0
k,g,r,t,s,d,d,b,k,t,?,f,f,e,p,p,n,n,z,y,s,l,0
x,g,g,t,c,a,d,n,g,b,?,y,s,y,e,u,y,o,l,h,v,l,0
f,y,w,t,l,d,d,n,n,b,b,k,k,b,y,u,y,t,n,u,v,p,0
k,y,e,b,m,f,c,b,h,b,u,f,y,e,n,u,n,t,z,h,n,w,0
b,g,u,t,y,f,w,n,o,b,u,f,f,p,y,p,o,o,f,o,a,u,0
c,s,y,b,l,d,d,b,p,b,r,f,s,e,g,p,y,t,e,u,t,d,0
c,y,p,b,c,n,d,b,n,b,c,f,f,g,p,p,y,n,l,b,a,g,0
x,f,c,b,s,d,d,b,w,t,?,y,s,e,c,p,n,o,p,o,c,w,0
c,y,p,b,s,a,c,n,b,t,z,f,s,p,e,u,n,n,z,h,s,g,0
s,s,e,b,n,a,c,b,k,b,u,s,f,g,w,p,n,t,z,n,c,d,0
s,f,y,t,m,n,w,b,h,b,r,s,s,p,o,u,w,n,e,w,c,d,0
f,g,w,b,y,n,d,n,b,t,z,k,y,n,b,u,w,o,c,k,a,w,0
f,s,g,b,a,a,c,n,w,b,z,y,f,y,e,u,o,t,n,b,n,l,0
k,y,c,b,s,a,c,b,k,b,u,f,y,c,p,u,o,n,f,n,t,d,0
f,y,n,b,n,a,c,b,w,t,r,k,y,p,w,u,y,t,e,n,t,p,0
k,s,b,b,m,n,w,b,p,t,e,k,k,p,p,p,n,o,z,h,c,g,0
s,y,r,b,m,f,d,b,y,b,?,k,k,p,p,p,y,o,z,b,t,m,0
k,y,p,b,a,a,d,b,y,t,b,y,s,o,y,p,n,t,z,o,a,w,0
x,g,e,b,f,n,w,n,o,b,r,f,f,o,p,p,o,n,f,u,c,w,0
k,s,n,t,n,n,d,b,p,t,b,s,f,o,b,p,o,o,n,r,s,w,0
f,y,w,t,f,n,c,n,r,b,z,s,s,o,p,p,w,o,f,u,c,w,0
f,s,c,b,m,d,w,b,k,t,?,f,k,g,o,p,n,t,z,r,t,u,0
c,y,p,t,a,f,d,b,n,b,z,f,f,w,g,u,n,n,f,y,n,m,0
f,y,c,t,p,d,w,b,o,b,c,f,f,y,o,p,n,t,s,o,n,g,0
s,g,u,t,n,d,c,n,w,b,r,s,k,c,b,u,o,o,s,r,c,w,0
x,f,n,t,y,a,c,b,k,t,c,f,f,p,w,u,n,n,c,r,a,w,0
k,g,r,b,a,n,d,n,o,t,u,s,s,o,y,p,o,o,l,u,a,w,0
x,f,y,t,l,d,w,n,w,b,b,k,k,g,o,u,n,o,s,w,c,u,0
x,s,g,t,m,d,w,b,k,t,r,f,y,w,y,p,w,o,n,k,a,g,0
s,s,n,t,l,a,w,n,p,t,r,y,k,n,e,u,y,n,s,w,c,d,0
f,y,p,t,c,a,d,n,p,b,?,k,f,c,y,p,o,o,z,n,c,l,0
c,g,y,t,a,f,c,n,b,b,r,f,f,w,c,p,y,t,f,r,c,p,0
x,f,e,b,c,n,c,n,u,t,b,y,s,b,g,p,n,n,p,r,c,m,0
k,y,b,t,n,a,d,n,r,t,z,y,k,b,b,u,o,n,c,o,t,d,0
k,s,p,t,l,d,c,b,r,b,e,s,y,n,y,p,y,t,s,w,n,d,0
k,y,y,t,c,a,c,b,k,t,u,k,y,n,o,p,y,o,f,k,a,g,0
f,y,r,b,m,f,d,n,u,t,z,k,f,y,b,u,y,o,f,b,n,d,0
f,y,e,b,a,d,d,n,h,b,b,s,s,b,g,u,o,n,l,n,a,l,0
c,s,p,t,l,d,d,b,h,t,c,k,k,n,g,u,y,n,p,y,c,p,0
x,f,b,t,f,f,d,b,b,b,u,f,y,o,y,p,o,o,n,u,c,p,0
f,s,b,b,s,n,w,n,e,b,r,k,s,c,y,u,w,t,z,k,v,p,0
k,s,y,b,p,d,c,b,e,t,z,s,k,w,b,u,y,n,n,w,c,u,0
c,g,p,b,c,d,w,n,r,t,e,f,f,w,n,u,y,t,z,r,v,d,0
s,g,r,t,m,d,d,b,w,t,u,y,k,y,g,p,n,n,l,r,v,u,0
x,y,r,t,y,n,w,n,b,b,b,k,y,c,w,u,o,n,s,b,a,m,0
f,g,p,b,l,f,c,n,u,b,b,k,k,c,b,p,n,t,n,r,s,u,0
b,f,u,t,a,f,c,b,e,b,z,f,k,n,n,u,n,t,z,n,v,w,0
b,g,c,t,n,f,d,n,u,t,c,y,k,o,p,u,w,n,z,w,c,g,0
b,y,r,b,a,d,d,b,e,t,e,y,f,e,w,p,o,t,s,o,n,d,0
f,g,y,t,a,d,d,b,o,b,b,y,k,n,n,p,n,n,s,n,v,u,0
