Longitude,Latitude,HousingMedianAge,TotalRooms,TotalBedrooms,Population,Households,MedianIncome,MedianHouseValue
-123.3493,36.7525,51,4003,1799,6683,1514,3.11,500000
-114.8022,39.1535,15,5577,2110,3213,1219,1.24,500000
-119.7029,38.92,43,7478,2669,1107,269,0.18,166774.16
-118.3611,40.7501,32,6168,2373,3847,951,4.34,500000
-117.5471,39.0738,47,1438,652,7811,2431,5.23,500000
-121.2252,41.3334,17,6907,2668,11782,2715,0.77,267633.84
-117.684,34.8828,13,721,290,4758,1125,0.55,218324.01
-116.5602,35.9082,12,222,94,2185,754,0.62,270396.07
-115.852,32.9325,31,5899,1971,11048,4131,7.21,500000
-118.0079,39.1277,20,4796,1810,13365,3291,4.19,500000
-118.774,37.9315,40,383,182,11928,4361,2.07,500000
-117.9627,35.4776,52,604,260,14361,5122,21.56,500000
-118.8413,37.0312,23,692,238,9209,3084,5.03,500000
-120.7627,41.8009,14,7019,2568,7329,1643,5.08,500000
-121.8542,36.6692,25,13924,4954,38146,10901,5.4,500000
-124.2975,38.1295,49,439,167,11018,2333,1.66,500000
-122.5756,41.2294,20,2284,982,1079,222,2.43,500000
-122.3461,34.2684,29,3682,1750,2727,622,4.8,500000
-122.2306,32.7313,25,3843,1820,1148,231,0.31,54279.1
-114.7289,32.7221,50,1905,785,3568,1146,13.54,500000
-123.4887,36.653,6,262,110,7678,3011,2.88,500000
-123.047,41.0055,38,7685,3395,2846,741,3.07,500000
-123.618,34.8658,28,1785,880,7968,3042,0.64,265284.26
-117.4083,36.7981,29,5311,1904,2275,537,6.11,500000
-122.4268,39.9158,31,6548,2638,7984,2298,15.12,500000
-117.162,38.4561,15,3044,1485,8702,3139,0.08,23635.57
-115.7284,38.2653,22,1438,466,778,178,0.96,500000
-116.6678,36.0392,20,251,116,19997,6464,0.29,144094.34
-116.0751,35.1061,46,3911,1581,19931,6794,3.27,500000
-119.356,39.6274,29,181,78,4237,1222,3.93,500000
-114.7012,37.2266,29,4849,2193,288,77,1.55,500000
-116.8562,32.6697,30,63,26,416,130,3.71,500000
-117.6394,41.1074,30,3664,1360,19287,3978,13.13,500000
-117.2716,36.0729,23,8849,3749,21393,7223,1.49,500000
-120.2546,32.996,41,7614,2466,1232,423,5.35,500000
-121.4948,38.5656,40,1311,533,4102,834,1.2,500000
-120.0304,40.8955,5,346,150,9792,2730,10.61,500000
-117.4517,41.6271,23,7299,3270,23927,7094,3.97,500000
-124.0976,41.3919,29,2899,885,8112,2089,13.64,500000
-123.7091,33.8215,6,15769,6463,4489,1448,6.89,500000
-114.4242,40.673,12,303,118,6480,2108,15.4,500000
-121.7831,37.4792,33,7107,3077,11420,2731,0.62,259080.85
-123.7581,37.6958,10,1940,678,5346,1311,2.46,500000
-121.9507,33.4328,33,13630,5975,3122,1133,30.36,500000
-120.5369,37.0206,7,2601,896,45714,10565,11.89,500000
-121.2559,38.0832,18,6778,2741,2683,847,1.11,500000
-121.3409,41.0316,47,4935,1753,7802,3091,1.3,500000
-121.5852,37.4304,11,1846,698,6317,1305,2.88,500000
-116.0432,33.8864,31,117,49,11857,2994,1.37,500000
-119.4318,37.6403,43,241,102,5111,1337,7.2,500000
-121.8352,40.892,36,9516,4122,11012,3025,25.67,500000
-118.6814,34.1021,3,24430,8952,51728,14050,19.12,500000
-118.6546,35.0047,10,8416,3293,10467,2939,7.73,500000
-119.0306,39.8299,37,5288,1588,7210,1556,2.28,500000
-119.9842,35.492,18,9652,2954,4746,962,0.53,305142.46
-120.0262,41.7045,52,301,97,1505,532,2.28,500000
-120.1421,38.4167,41,10972,3642,900,189,9.26,500000
-120.3291,37.8281,51,11489,4654,363,84,6.8,500000
-122.3143,41.2785,14,6606,2948,6883,1525,10.35,500000
-119.2959,33.5371,19,3651,1263,10952,3120,2.89,500000
-117.15,32.9642,49,19426,5831,4361,1441,4.08,500000
-123.848,36.3437,25,533,204,9739,3398,1.46,500000
-116.1212,40.4595,27,14078,4257,7162,2006,1.63,500000
-122.9011,38.9043,20,4227,1395,3753,1280,11.43,500000
-118.1401,35.411,35,2965,1263,3754,1320,2.64,500000
-120.1498,37.9419,25,6940,2235,24624,8379,2.34,500000
-116.6375,39.9057,39,3745,1263,27438,9622,5.01,500000
-115.1844,34.5851,20,2554,797,9725,2405,3.87,500000
-117.425,35.6898,50,2340,1155,1134,387,4.77,500000
-115.907,39.9748,50,2102,696,3234,1281,16.6,500000
-122.3613,34.4002,29,1032,500,2003,645,5.71,500000
-116.8272,32.9879,18,5638,2670,2593,907,0.61,147329.92
-118.4338,38.3597,24,2662,889,1843,403,9.28,500000
-121.8543,37.0507,47,4677,2161,2064,505,4.85,500000
-118.1943,41.3608,51,1001,310,23793,5125,14.38,500000
-116.9939,41.2974,16,92,45,384,141,9.56,500000
-119.6579,38.793,6,10586,5169,3816,1242,2.93,500000
-118.2677,32.9455,6,7107,3260,10740,3584,0.42,121871.45
-122.2181,34.1924,47,2523,827,1569,332,10.01,500000
-122.2893,37.3501,1,454,145,16072,3827,2.43,500000
-123.9264,40.7761,38,5520,2523,41425,15248,10.94,500000
-118.7257,32.5372,31,4416,1859,1969,734,1.16,493702.96
-123.9535,40.1015,17,2493,1225,11473,2662,0.1,15000
-120.1629,38.0457,25,1084,503,4460,909,0.12,205207.57
-121.7937,39.0312,23,9360,3063,6176,1825,4.31,500000
-117.1555,34.1472,4,3264,1219,4879,1883,29.24,500000
-121.3021,36.7003,18,8483,4193,11984,2471,2.62,500000
-118.9084,37.7009,49,8038,3200,5746,1748,0.49,290120.77
-116.7348,37.895,7,4573,2194,17432,4730,1.94,500000
-121.2196,32.7647,34,780,347,16960,4643,15.36,500000
-117.5525,35.7727,31,8318,2910,13459,4467,4.05,500000
-119.3337,33.6971,51,8483,3786,14660,4621,2.5,500000
-114.7238,38.4506,19,9577,3510,3018,910,20.39,500000
-123.935,33.1397,13,644,252,18733,7347,0.23,15000
-116.0518,33.0448,37,3296,1320,2985,713,9.36,500000
-118.5153,37.0935,26,58,18,2826,1045,1.33,500000
-120.1404,39.1311,37,8225,3865,6332,2234,21.04,500000
-117.3776,39.1367,28,2184,1011,2626,991,4.77,500000
-120.8507,36.0591,3,4499,1986,2627,554,5.64,500000
-122.0338,33.7469,15,2780,1006,90,28,0.1,15000
-117.3952,33.7349,20,3136,1004,1649,426,3.93,500000
-123.936,37.4571,42,768,326,7052,2090,5.57,500000
-123.2584,36.5865,51,3799,1483,5285,1405,3.53,500000
-115.293,35.2016,41,8723,3011,4170,1151,24.04,500000
-122.6963,35.0349,20,1458,555,11888,4504,2.27,500000
-117.9632,35.6615,34,2501,969,1105,399,1.76,500000
-124.2682,40.3695,5,1896,665,468,186,4.13,500000
-121.9842,33.4636,40,3294,998,4621,1002,21.98,500000
-124.0956,34.5936,45,2006,708,17942,6547,3.82,500000
-120.9015,34.9265,17,5445,1736,27947,7093,9.04,500000
-117.6434,38.4617,36,104,42,12538,3104,3.28,500000
-118.0023,39.6428,46,4100,1298,5418,1867,3.16,500000
-117.7044,32.6565,6,164,52,18067,6362,3.41,500000
-122.475,40.5811,26,5768,2248,836,332,4.25,500000
-122.5032,40.5214,13,4968,2330,4047,1584,0.52,258427.89
-116.8657,40.0063,9,7795,3082,14210,3060,12.69,500000
-115.1737,35.9982,28,5442,1975,3272,659,7.16,500000
-117.2337,38.7552,33,5109,1903,8829,2761,0.93,479889.63
-123.321,33.9328,18,13568,4883,5364,1108,10.8,500000
-123.9036,38.8349,16,162,51,4685,1037,14.5,500000
-115.9729,37.2064,38,4076,1739,10209,2296,9.48,500000
-121.8275,32.9782,25,461,144,38186,12217,8.87,500000
-121.2257,39.327,19,2316,1117,924,212,0.94,500000
-115.4768,33.1586,1,6689,3075,6969,2221,5.44,500000
-116.2953,36.7807,38,7624,2941,255,92,0.95,349754.34
-116.7671,38.2415,37,3703,1600,2677,722,0.45,177431.29
-122.1746,38.469,15,2640,1084,2379,822,1.56,500000
-118.4543,37.9549,15,3608,1278,7634,2988,0.91,500000
-120.2464,33.6322,19,12506,3806,13294,3878,2.75,500000
-121.8792,38.4116,13,4577,2156,192,67,5.62,500000
-123.8809,33.9922,35,1972,687,22960,8561,4.59,500000
-119.7784,38.2138,37,1799,688,20884,6359,0.15,174866.79
-118.6369,38.5631,49,2385,1085,6222,2437,1.64,500000
-115.7856,37.8298,52,2085,943,10890,4213,2.09,500000
-116.5097,37.0416,19,7470,2501,23452,6139,0.28,206022.54
-116.5346,35.6684,40,7291,3135,708,191,7.11,500000
-121.7234,39.3273,20,769,344,5611,1896,10.91,500000
-117.1576,39.7809,23,1063,410,446,122,1.32,500000
-118.196,33.5985,44,7183,2962,24257,7912,6.07,500000
-123.9799,39.599,40,33184,12115,5643,1402,0.49,169629.76
-120.734,39.6961,44,651,311,6126,1660,15.17,500000
-116.9047,40.9815,44,4839,1989,11006,3981,2.1,500000
-117.2565,40.5201,12,17912,7566,4947,1707,3.38,500000
-115.6763,38.9974,21,9098,3938,4419,1626,1.4,500000
-118.3426,36.6311,42,8458,3212,6460,2466,5.65,500000
-114.8045,37.5417,1,8894,3405,423,144,5.25,500000
-122.2606,36.59,21,18931,8888,11747,3919,2.22,500000
-118.0851,41.7194,12,19417,6726,3052,1117,0.67,289715.64
-122.7643,38.2789,22,5702,2132,13311,4045,1.56,500000
-114.785,32.5411,20,6375,1990,2880,767,6.18,500000
-119.8389,36.6767,39,4201,1590,2129,744,4.41,500000
-116.1914,41.1216,1,3398,1119,13305,2731,2.09,500000
-119.2074,33.6543,49,7991,2447,777,172,0.32,62979.15
-123.3678,34.8566,43,3026,1288,1059,413,0.25,56144.47
-120.9021,35.766,31,6744,2784,4328,997,14.02,500000
-115.0972,32.7797,5,17739,8558,1120,367,7.94,500000
-121.4928,33.3018,27,5832,1830,2939,1072,2.84,500000
-116.406,36.4311,13,17641,6519,49,15,0.23,63368.1
-117.5726,39.0462,11,1492,621,15583,4900,8.1,500000
-119.0075,36.3568,3,1844,769,4432,1037,9.99,500000
-119.6463,40.4287,19,297,96,28283,10510,8.74,500000
-118.7352,41.6939,35,1704,788,12718,3200,1.83,500000
-120.6232,35.5889,2,893,314,8159,1941,1.91,500000
-119.1837,32.7489,40,1757,851,16353,4061,4.47,500000
-115.5798,39.1705,48,8759,3673,3652,954,2.11,500000
-120.7564,37.3461,36,2961,900,6583,2330,7.72,500000
-115.3022,35.7049,42,1787,775,12206,3813,9.24,500000
-120.981,41.5495,13,2322,891,4767,1427,3.43,500000
-119.9312,35.0986,20,776,284,16864,4123,8.84,500000
-119.5287,41.4562,24,1420,625,29368,8935,2.52,500000
-118.5797,39.5026,6,4460,1864,708,151,1.98,500000
-119.8813,39.6907,3,12225,5169,787,162,2.69,500000
-119.4087,35.793,4,9562,3742,778,236,9.94,500000
-120.968,40.9309,35,8955,3062,974,213,0.98,500000
-117.4884,37.85,5,9481,3727,4122,1295,7.43,500000
-115.8624,37.7602,42,3923,1786,10814,3417,3.48,500000
-115.257,39.6578,26,1414,510,3479,1253,4.56,500000
-124.1709,37.5872,32,603,271,9420,3134,13.39,500000
-122.4357,41.261,27,4106,1391,3845,1064,0.55,263028.01
-120.9325,38.469,9,858,368,6396,1728,3.71,500000
-114.6179,41.5768,32,245,74,81,28,15.2,500000
-114.6347,34.1326,4,13476,5292,336,109,4.57,500000
-120.1584,34.6882,15,710,213,20147,6292,3.61,500000
-116.8934,35.1364,42,5218,2466,16858,3907,1.54,500000
-123.9631,41.0102,16,1088,396,15935,3958,0.75,296119.76
-117.1748,36.2472,10,563,197,28118,9840,1.62,500000
-122.8325,34.9294,39,2364,783,13995,3569,4.88,500000
-115.3721,34.4281,29,6483,2535,1922,722,5.76,500000
-115.8634,35.5532,5,7146,3427,4244,1318,3.76,500000
-122.7703,38.7068,12,675,291,31266,8372,2.49,500000
-116.221,37.5921,46,1972,595,811,284,8.82,500000
-120.4674,33.546,20,2130,676,2600,782,5.25,500000
-114.8254,41.178,19,847,288,5319,1774,1.83,500000
-119.2432,34.4759,36,10757,3476,30866,6241,1.78,500000
-117.8983,39.3594,23,1257,579,14379,3993,0.32,164702.89
-120.776,35.5333,25,3707,1245,19816,5922,3.85,500000
-124.2784,41.1575,33,11080,4015,1254,350,3.77,500000
-123.1924,33.2892,7,9660,4153,3371,817,13.84,500000
-114.8659,38.0407,50,81,39,1801,621,14.9,500000
-120.2537,40.6367,30,144,43,21227,5312,5.24,500000
-120.8188,39.3434,35,2106,885,4470,894,0.78,383407.84
-114.8161,40.6319,38,1185,454,25878,6562,2.17,500000
-117.2929,33.2837,13,2793,980,12382,4716,10.57,500000
-118.4964,32.9242,26,2145,752,10758,2709,0.23,50390.77
-119.0874,40.0006,37,657,253,8697,2320,4.96,500000
-118.9357,40.9974,26,3945,1925,2724,875,0.27,124927.73
-123.2853,35.7425,4,13371,6315,14850,4787,2.6,500000
-122.7471,35.7286,40,336,126,7410,2465,10.27,500000
-116.2063,38.1387,3,88,41,1259,453,2.95,500000
-122.7094,38.0799,46,45,17,11285,3726,0.04,90678.35
-119.4494,37.5441,17,7305,2443,25660,6373,4.1,500000
-121.5688,36.6148,49,4451,1412,8269,2875,2.66,500000
-117.6561,33.8275,21,5289,2277,6988,2113,6.47,500000
-122.6554,38.4143,21,16150,7224,17051,6358,1.16,500000
-117.0768,39.1809,19,10640,4764,7481,2092,6.61,500000
-118.8797,38.5069,42,357,130,4594,1561,15.32,500000
-123.9331,41.8519,51,1340,664,12835,5076,2.45,500000
-121.046,36.8943,33,3975,1373,10942,3623,0.04,53918.64
-122.1563,35.186,22,7689,2399,3468,1276,8.48,500000
-119.1664,34.0301,18,403,198,2159,840,3.67,500000
-115.0049,37.9994,43,1521,727,10854,4247,13.64,500000
-119.3251,40.0846,31,12679,3948,13827,5008,0.81,390312.94
-122.1121,34.9485,36,3676,1285,6729,1406,1.37,500000
-116.4884,34.3581,37,3911,1928,4090,1291,1.3,500000
-115.2906,35.8061,6,23791,11227,21120,6288,4.26,500000
-121.5834,33.4347,44,7522,3383,3416,1033,8.05,500000
-122.1273,32.6365,10,4970,2066,20408,7053,4.05,500000
-119.1501,36.4569,2,6353,2082,9120,2908,1.21,500000
-115.0297,35.0924,52,10988,4748,705,237,2.12,500000
-117.1826,40.5072,38,3516,1449,385,104,3.41,500000
-121.8485,40.8833,12,14597,4451,7489,2934,0.11,15000
-120.6484,32.5871,30,103,37,1076,413,2.93,500000
-119.4236,35.637,40,462,144,5372,1394,4.53,500000
-117.0955,36.0766,48,1061,460,6387,1392,2.02,500000
-114.9829,33.3013,39,4616,1759,3775,1481,0.9,265894.13
-114.498,33.2438,31,7281,2946,10998,2252,2.16,500000
-114.6385,35.3367,9,434,137,1675,508,28.02,500000
-121.0621,38.1246,18,437,186,5932,1989,2.7,500000
-115.0471,34.8839,52,1549,743,226,84,3.8,500000
-122.7962,39.4429,44,59,20,26078,5412,0.71,461528.58
-120.9288,34.1664,4,739,300,12310,3572,1.88,500000
-123.3269,36.8264,41,24321,8607,87,20,21.92,500000
-119.7603,37.8333,48,2365,1146,9880,3630,4.15,500000
-121.3187,41.5206,51,6952,3015,7228,2399,1.94,500000
-123.1958,36.2566,38,4501,1887,1007,287,4.32,500000
-115.6608,41.2009,18,2865,1132,10169,2400,10.86,500000
-116.1594,39.8579,42,4019,1795,1067,333,5.38,500000
-124.2467,39.7765,13,2387,1133,1177,321,4.42,500000
-119.8272,35.8114,6,488,183,1467,447,6.19,500000
-124.0377,38.2999,45,1886,607,8758,2893,6.86,500000
-117.2038,33.4264,24,5838,2263,2777,784,2.85,500000
-115.7944,40.2282,12,1151,385,785,231,1.52,500000
-119.8036,35.3961,6,1424,651,9150,3036,9.62,500000
-120.3888,37.9081,26,4157,1988,61320,13665,0.68,348945.57
-118.8031,35.5755,46,2144,1020,5369,1279,0.27,88736.52
-116.4143,37.3952,29,3299,1642,22847,8481,3.82,500000
-119.1258,41.8649,52,202,85,2844,691,3.04,500000
-116.2116,32.5294,20,494,189,1287,479,4.38,500000
-114.3984,38.8974,6,893,279,3096,1071,6.31,500000
-123.3605,40.458,4,187,64,17660,4854,1.85,500000
-122.8121,33.862,11,6656,2721,6069,1242,1.77,500000
-120.1747,41.2008,8,1326,635,13346,3676,6.89,500000
-117.3965,39.9212,13,6717,2415,11831,2586,12.4,500000
-116.6658,33.505,25,14733,5795,1742,504,0.45,159538.51
-119.5658,35.8896,14,1991,743,3315,707,4.6,500000
-117.9992,37.997,51,70,27,2590,697,5.38,500000
-121.1284,32.7722,52,4978,2192,19670,6520,2.69,500000
-116.0846,39.7908,11,5626,2643,1166,385,4.14,500000
-122.3497,41.0548,50,7059,2411,31264,7493,0.16,15000
-120.0154,34.765,23,20717,9906,9260,3401,9.66,500000
-121.6316,40.4557,19,996,336,16967,6151,8.46,500000
-114.5286,38.8145,32,5813,2141,4350,1162,9.38,500000
-124.151,39.1823,39,20098,8063,17889,5984,5.92,500000
-114.6995,39.5362,24,8604,3521,24524,7733,10.31,500000
-120.3745,35.7327,39,8,2,687,167,4.81,500000
-118.3835,37.7545,28,5304,2196,6989,2341,0.01,47712.8
-116.5614,33.883,2,786,269,2261,777,5.78,500000
-118.2591,33.0067,47,5103,2133,2363,802,4.97,500000
-120.8043,35.3064,7,7434,2444,35,8,4.6,500000
-116.9105,39.1123,19,3716,1732,5223,1989,1.58,500000
-118.7549,35.6131,44,1038,343,13548,2725,5.32,500000
-121.7729,40.8517,30,4508,1774,15031,3911,2.28,500000
-122.6272,39.9806,18,6352,2840,1175,239,1.03,456380.85
-121.8654,35.4993,2,953,409,13966,3145,5.38,500000
-116.5006,40.366,23,2033,669,5015,1204,9.78,500000
-118.7217,39.288,12,13256,5895,2974,1153,2.8,500000
-119.7473,35.635,16,11155,3759,6008,1518,4.93,500000
-117.6136,41.7,39,21955,10003,6012,1794,6.52,500000
-124.0883,39.5208,19,3222,1328,6288,2122,9.08,500000
-116.4764,37.6644,6,935,464,7949,1674,15.25,500000
-121.5474,35.11,31,809,385,14553,3394,2.35,500000
-116.0879,32.6233,41,1139,386,15144,6026,0.01,15000
-114.4074,34.3632,48,1881,938,1603,375,11.01,500000
-116.4161,36.4647,23,3753,1332,4204,1078,5.14,500000
-124.2962,38.8393,48,18833,5859,24267,8091,10.25,500000
-118.9839,39.3564,22,2698,1016,5308,2091,1.04,492321.63
-119.4925,37.258,18,2844,1175,5026,1494,7.94,500000
-123.7214,38.7471,7,1052,495,5288,1359,5.81,500000
-123.0438,41.4632,46,5349,2324,2486,899,4.91,500000
-114.5221,35.579,49,13902,6461,3474,862,3.09,500000
-118.1242,36.9389,15,16004,6374,11578,2476,2.1,500000
-115.4405,38.7867,2,1084,425,10806,2458,3.99,500000
-122.0178,34.0081,43,1572,762,1026,319,0.09,35707.06
-118.2828,41.5213,9,7722,2519,6096,1923,3.53,500000
-114.7685,35.7674,39,214,104,8711,3060,1.01,420651.86
-118.5569,41.5231,24,10894,3803,1000,214,1.59,500000
-120.4385,32.6993,1,1452,454,1368,389,1.41,500000
-118.6686,36.2852,29,10212,4161,2945,1025,2.59,500000
-118.9017,37.0711,31,1774,874,59,14,19.76,500000
-118.7169,35.4413,24,691,303,16623,6299,0.73,318919.89
-119.3964,41.777,50,4645,1765,7266,2513,9.28,500000
-118.8709,38.1608,40,3470,1674,1301,501,0.33,134936.35
-115.522,37.2691,44,1811,545,26049,6662,8.94,500000
-117.6805,39.1734,4,4645,1471,6822,1821,3.01,500000
-118.4355,35.8798,20,12429,4465,63245,22551,3.75,500000
-119.174,34.1954,16,1023,310,808,229,14.44,500000
-115.3015,35.263,51,3467,1058,2836,770,1.87,500000
-116.3352,32.9288,10,1421,649,10855,3548,7.43,500000
-118.7784,37.1374,30,2569,864,6256,2391,1.34,500000
-116.2269,38.8232,20,1729,571,18988,6371,8.88,500000
-117.3705,41.7701,7,11327,3848,1276,322,11.4,500000
-124.1874,39.6286,46,1227,537,1922,486,18.82,500000
-120.352,40.0668,52,2715,1314,1953,706,0.43,170433.28
-123.011,37.5627,26,4153,1670,11016,2489,5.63,500000
-114.8548,32.954,32,528,213,669,238,13.12,500000
-118.8976,33.2456,40,1233,578,2719,563,1.16,500000
-121.5339,37.7682,44,4991,2016,44931,16038,3.74,500000
-117.1772,38.8862,34,3936,1856,1608,405,2.94,500000
-115.1808,34.8141,51,3655,1216,8283,3186,4.37,500000
-117.4767,37.0257,41,4236,1598,308,82,2.71,500000
-121.0895,37.781,51,260,102,5021,1136,2.55,500000
-123.8194,36.9765,26,891,388,25243,9984,7.32,500000
-123.9955,35.9468,14,7678,3609,24519,8732,21.8,500000
-114.9457,32.9039,51,1340,441,3392,914,0.19,15000
-116.9179,35.3314,34,11861,5026,523,170,9.35,500000
-114.6127,36.9619,4,8138,3934,1442,570,0.91,438356.07
-121.8566,40.4337,47,16572,6188,21339,6403,12.67,500000
-117.366,34.7539,20,882,412,30057,6102,0.36,86757.32
-118.3794,39.9834,18,2936,1064,6529,2457,4.58,500000
-121.1843,35.6241,8,9895,3209,20796,4504,0.92,500000
-117.8995,38.1552,37,5379,1677,5349,1516,4.1,500000
-119.3863,41.7995,16,7294,3338,21440,5764,0.76,264902.03
-115.3021,41.0006,43,1356,424,22480,8043,2.75,500000
-123.2538,38.4354,34,149,44,7086,1801,1.69,500000
-122.1078,38.7757,38,504,217,235,88,4.15,500000
-115.4648,41.1279,30,9097,3148,39916,13716,14.38,500000
-121.1969,34.7042,47,1080,475,8164,3184,0.61,310539.08
-117.0977,38.2298,8,512,242,3662,984,4.21,500000
-122.9984,38.8282,23,7205,3210,8190,2633,25.59,500000
-114.876,39.2405,42,5444,1725,17030,6705,18.1,500000
-117.6625,40.4711,10,7145,2457,674,166,2.88,500000
-117.0336,36.6015,28,2618,822,7091,1789,1.93,500000
-124.1292,39.1741,43,2013,639,914,326,1.11,500000
-120.2889,35.45,20,1887,868,14342,3126,4.54,500000
-122.9382,37.3261,18,8268,3979,18585,4221,7.03,500000
-117.6331,34.9968,49,7173,3315,22597,8996,2.37,500000
-118.6527,35.7098,47,209,80,9523,2629,0.62,301093.8
-120.3931,34.1854,14,1472,584,427,100,2.45,500000
-116.042,35.8415,50,604,256,21812,5265,11.92,500000
-115.6875,34.8503,37,4298,1749,12016,2635,1.63,500000
-121.5967,37.2916,16,2616,1122,1195,454,3.87,500000
-123.3179,41.2627,25,5562,2540,13969,2996,1.56,500000
-117.5132,33.5956,48,881,277,17374,6374,6.65,500000
-120.1933,32.7141,4,139,46,6491,2002,2.07,500000
-122.8077,39.9846,12,3897,1833,18424,4088,0.78,338961.63
-118.8999,37.2063,35,51,15,1866,423,0.28,77232.83
-119.4784,39.3278,21,5151,1636,2031,562,7.16,500000
-120.1766,34.7245,18,3182,1192,8971,3156,11.75,500000
-117.8511,41.7206,19,12093,5386,14084,3619,4.1,500000
-116.0328,38.0042,16,1806,902,6115,1999,3.53,500000
-115.3816,32.5301,52,1084,478,47911,15622,9.07,500000
-114.8624,36.4378,26,2672,1141,3441,809,4.0,500000
-120.6224,38.4924,43,10850,4275,47070,17928,4.43,500000
-116.5563,38.9923,23,2906,905,11748,3228,11.0,500000
-118.4524,32.9817,45,401,120,480,97,5.19,500000
-120.2951,40.2004,25,2142,747,1327,508,4.01,500000
-114.4335,35.7391,5,1571,579,2951,955,0.94,483269.88
-117.0814,40.4202,15,3252,982,4664,1760,2.81,500000
-115.6471,37.3336,3,2578,895,10999,3987,5.49,500000
-115.8739,38.5033,3,203,77,12029,3362,4.33,500000
-116.4912,37.266,45,1563,573,1401,424,0.9,418911.96
-117.8528,41.5594,51,1452,542,18233,5487,1.33,500000
-114.7974,38.8395,38,1504,644,10821,3467,5.72,500000
-124.0972,41.6071,15,2891,1310,5350,1199,9.81,500000
-123.6601,34.0936,10,14249,7077,34150,10905,13.09,500000
-118.0264,33.6908,12,381,123,1170,346,7.58,500000
-122.9653,41.0625,34,1495,578,6939,1847,10.39,500000
-114.6768,41.8257,40,2584,1230,22901,5594,0.13,49111.81
-118.7518,34.8464,20,2405,985,2580,612,5.06,500000
-114.3584,37.1907,43,4243,2033,4614,1000,1.0,495380.98
-120.6468,37.6178,27,13445,4095,15775,3864,1.3,500000
-123.466,33.6997,22,7188,3198,850,216,7.5,500000
-117.7449,34.1152,44,4689,1942,1100,295,6.44,500000
-118.426,41.816,47,11223,4676,18792,7256,1.53,500000
-117.1688,41.7568,46,1113,395,3172,904,2.14,500000
-120.7167,39.3495,26,8689,3614,14979,2998,16.14,500000
